Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520251316815
37.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,29,20002.520251316815
25.0,5.0,Stormy,Jam,2,Buffet,scooter,1.0,No,,20,20002.520251316815
35.0,4.3,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520251316815
23.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.520251316815
35.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.520251316815
39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,20002.520251316815
38.0,4.9,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.520251316815
32.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Urban,27,20002.520251316815
31.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Urban,30,20002.520251316815
33.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.5202513016
27.0,4.7,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.5202513016
28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,40,20002.5202513016
30.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.5202513016
36.0,4.7,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,19,20002.5202513016
33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.5202513016
34.0,4.8,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,25,20002.5202513016
33.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,20002.5202513016
30.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.5202513016
23.0,5.0,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,28,20002.5202513016
20.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.5202513016
25.0,4.9,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.520251297814
22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20002.520251297814
37.0,5.0,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.520251297814
31.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.520251297814
32.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,20002.520251297814
23.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,16,20002.520251297814
37.0,4.5,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,20002.520251297814
37.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,20002.520251297814
34.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251297814
28.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.520251297814
25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,20002.52025128374
28.0,4.5,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.52025128374
25.0,4.8,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
29.0,4.8,Cloudy,High,1,Meal,motorcycle,1.0,No,Urban,28,20002.52025128374
38.0,4.6,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,30,20002.52025128374
23.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.52025128374
21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,10,20002.52025128374
25.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.52025128374
21.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,34,20002.52025128374
39.0,4.6,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.52025128374
39.0,4.8,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,41,20002.52025128374
33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.52025128374
35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.520251244823
23.0,4.6,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,11,20002.520251244823
35.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,15,20002.520251244823
29.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251244823
,,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Urban,33,20002.520251244823
35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.520251244823
24.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,,12,20002.520251244823
,,,,3,Drinks,scooter,0.0,No,Metropolitian,15,20002.520251244823
33.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.520251240134
28.0,4.8,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,25,20002.520251240134
22.0,4.6,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.520251240134
31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,20002.520251240134
39.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,24,20002.520251240134
26.0,4.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.520251240134
37.0,4.7,Windy,Low,0,Drinks,motorcycle,,No,Urban,20,20002.520251240134
36.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520251240134
34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,34,20002.520251240134
25.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,26,20002.520251240134
32.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,,16,20002.520251240134
26.0,4.6,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,16,20002.520251240134
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,42,20002.520251240134
32.0,4.4,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.520251131635
27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.520251131635
39.0,3.6,Fog,Low,1,Meal,scooter,2.0,No,Metropolitian,38,20002.520251131635
36.0,4.6,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,46,20002.520251131635
32.0,4.1,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.520251131635
26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520251131635
35.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.520251131635
25.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520251131635
35.0,4.7,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,28,20002.520251131635
38.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.52025075938
32.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,,26,20002.52025075938
27.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Urban,27,20002.52025075938
23.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.52025075938
32.0,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,54,20002.520250757818
38.0,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,20002.520250757818
25.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.520250757818
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.52025074798
20.0,3.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.52025074798
39.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,37,20002.52025074798
35.0,4.6,Stormy,High,2,Snack,motorcycle,2.0,No,Metropolitian,34,20002.52025074713
26.0,4.9,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20002.52025074713
27.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,20002.52025074713
20.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,19,20002.520250746507
34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.520250746507
32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520250746507
21.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.52025074511
25.0,4.7,Cloudy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.52025074511
22.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,13,20002.52025074511
20.0,4.7,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,18,20002.52025074181
22.0,4.8,Sunny,Medium,1,Drinks,scooter,,No,Metropolitian,16,20002.52025074181
36.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,20002.520250739977
30.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Semi-Urban,46,20002.520250739977
26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.52025073624
22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,13,20002.52025073509
36.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,20002.52025073509
29.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.520250734502
32.0,4.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,45,20002.52025073221
22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.52025073221
37.0,4.9,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.52025073221
29.0,4.3,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,38,20002.520250731694
20.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.520250731694
35.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,20002.520250731694
38.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.520250731573
35.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.520250731573
32.0,4.1,Stormy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,34,20002.520250731573
20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,20002.520250731573
23.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.520250729507
39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.520250729507
34.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,30,20002.52025072816
22.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.52025072816
32.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.520250720732
35.0,4.0,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.520250720732
22.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,11,20002.520249383313
,,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.520249383313
23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,12,20002.520249383313
39.0,4.2,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.520249383313
37.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.52024938057
30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.52024937982
24.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.52024937664
32.0,4.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.52024937664
29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,20002.52024937664
34.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.52024937664
22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,20002.52024937658
36.0,4.4,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.52024937658
36.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.52024937658
,,Sandstorms,Low,2,Drinks,scooter,,No,Metropolitian,24,20002.520249374986
,,,,3,Snack,motorcycle,1.0,No,Metropolitian,19,20002.520249374986
38.0,4.4,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.520249374986
21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.520249373556
27.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.520249373556
20.0,4.5,Sandstorms,Low,2,Buffet,scooter,0.0,No,,18,20002.520249373556
29.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,,Metropolitian,11,20002.520249372632
29.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.520249372465
23.0,4.9,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520249372465
38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,44,20002.520249372465
26.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,20,20002.520249370904
26.0,4.8,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.520249370904
32.0,4.6,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,17,20002.520249370886
31.0,4.3,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.520249370886
29.0,4.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.520249370304
21.0,4.2,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.520249370304
,,,,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.520249370304
27.0,4.6,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.520249370024
32.0,3.7,Sandstorms,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,20002.520249370024
22.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.520249370024
34.0,3.8,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,34,20002.520249370024
35.0,5.0,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.52024936258
29.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,20002.52024936258
35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.52024936258
30.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.52024936258
36.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246778717
33.0,4.7,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,29,20002.520246778717
,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.520246778717
37.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520246778717
30.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.520246778717
32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,20002.520246778717
36.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,24,20002.520246778717
38.0,5.0,Sunny,High,2,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.520246778717
36.0,4.5,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.520246778717
38.0,4.7,Cloudy,Jam,1,Drinks,scooter,,No,Metropolitian,48,20002.520246778717
29.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520246757063
37.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.520246757063
20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246757063
38.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,2.0,Yes,Metropolitian,43,20002.520246757063
25.0,4.7,Sunny,High,1,Buffet,scooter,0.0,No,Urban,10,20002.520246757063
39.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,48,20002.520246757063
32.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.520246757063
25.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.520246757063
26.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,No,Urban,30,20002.520246757063
27.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,20002.520246757063
29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.520246757063
37.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.520246757063
38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,23,20002.520246757063
23.0,4.8,Cloudy,Medium,2,Snack,scooter,,No,Metropolitian,15,20002.520246757063
29.0,5.0,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.520246757063
33.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,16,20002.520246727137
39.0,4.8,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,25,20002.520246727137
26.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.520246727137
32.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.520246727137
28.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.520246727137
34.0,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,20002.520246727137
28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520246727137
34.0,4.9,Sunny,High,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.520246727137
34.0,4.6,Cloudy,High,1,Meal,scooter,0.0,No,Metropolitian,34,20002.520246727137
39.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.520246727137
21.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.520246727137
36.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.520246727137
30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,20002.520246727137
31.0,4.3,Sandstorms,Jam,1,Meal,motorcycle,3.0,No,Metropolitian,42,20002.520246727137
33.0,3.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.520246727
32.0,4.8,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.520246727
34.0,4.3,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520246727
31.0,4.3,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.520246727
22.0,4.7,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.520246727
33.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.520246727
39.0,4.1,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.520246727
29.0,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520246727
30.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Urban,44,20002.520246727
25.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,10,20002.520246727
25.0,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.520246727
24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,20002.520246727
27.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,,No,Metropolitian,23,20002.520246727
24.0,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520246727
23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520246727
30.0,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,33,20002.52024672258
37.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,20002.52024672258
31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.52024672258
39.0,3.6,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.52024672258
20.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,13,20002.52024672258
33.0,4.9,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.52024672258
35.0,4.9,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,20002.52024672258
28.0,4.5,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,24,20002.52024672258
21.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,12,20002.52024672258
38.0,3.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,39,20002.52024672258
22.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.52024672258
32.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.520246720676
30.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.520246720676
35.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20002.520246720676
30.0,4.8,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520246720676
24.0,4.9,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.520246720676
31.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.520246720676
15.0,1.0,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.520246720676
,,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,22,20002.520246720676
27.0,4.6,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.520246707933
28.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.520246707933
,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.520246707933
23.0,4.1,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.520246707933
26.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.520246707933
21.0,4.9,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.520246707933
38.0,4.9,Sandstorms,Jam,2,Meal,scooter,2.0,No,Metropolitian,34,20002.520246707933
37.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.520246707933
32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,20002.520246707933
22.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.520246707933
39.0,4.3,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.520246707933
34.0,4.8,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,49,20002.520246707933
25.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,36,20002.520246707667
28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Urban,21,20002.520246707667
33.0,4.2,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.520246707667
30.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.520246707667
30.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,20002.520246707667
39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.520246707667
25.0,4.7,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,15,20002.520246707667
21.0,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,20002.520246707667
34.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Urban,15,20002.520246707667
37.0,5.0,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.520246707667
23.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520246707667
37.0,4.6,Fog,Low,2,Buffet,scooter,0.0,No,Urban,19,20002.520246707667
28.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.52024670747
29.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.52024670747
25.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.52024670747
26.0,3.2,Sunny,Low,2,Snack,motorcycle,2.0,No,Metropolitian,42,20002.52024670747
34.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,53,20002.52024670747
25.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,,27,20002.52024670747
32.0,4.7,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.52024670747
31.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,20002.52024670747
27.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,10,20002.52024670747
28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.52024670747
35.0,4.1,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,37,20002.520246705953
28.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,15,20002.520246705953
29.0,4.9,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,20002.520246705953
24.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,15,20002.520246705953
37.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.520246705953
29.0,5.0,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.520246705953
38.0,5.0,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.520246705953
24.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.520246705953
23.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,29,20002.520246705953
23.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,11,20002.520246705953
20.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.520246705953
33.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.520246702705
38.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.520246702705
36.0,3.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,20002.520246702705
38.0,4.5,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.520246702705
